word_russian,pos,translate_word_english,n,valid_n,percent_known,aoa_mean,aoa_sd,frequency,frequency_zipf,concrete_mean_grigoriev2022,concrete_soloviev2022_1000,concrete_mean_soloviev2022_500,imagine_mean_grigoriev2009,imagine_mean_tsaparina2011,imagine_mean_pashneva2014,imagine_mean_akinina2014,familiar_mean_tsaparina2011,familiar_mean_grigoriev2010,familiar_mean_pashneva2014
приглаживать,v,to smooth down (imperf.),21,21,1,7.380952381,2.692140236,1.2,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригласительный,a,invitation,21,21,1,8.666666667,1.957890021,1.5,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригласить,v,to invite (perf.),20,20,1,5.05,1.761428846,98.2,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглашение,s,invitation,24,24,1,6.583333333,2.619602802,32.2,4.22,5.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглушать,v,to muffle (imperf.),20,20,1,10.75,2.844662592,0.5,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглушённо,adv,muffledly,20,20,1,8.35,2.888725816,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглушённый,a,muffled,20,20,1,8.75,2.807414994,2.6,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглушить,v,to muffle (perf.),20,20,1,9.95,2.837252192,4.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглядеть,v,to look after (perf.),20,20,1,8.45,2.910507281,0.9,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглядеться,v,to look closely (perf.),20,20,1,8,2.752988806,6.2,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглядывать,v,to look after (imperf.),20,20,1,6.85,2.814903943,1.6,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приглядываться,v,to look closely (imperf.),21,21,1,7.571428571,1.938335073,4.8,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригнать,v,to drive to (perf.),20,20,1,8.55,2.684752267,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригнуть,v,to bend down (perf.),21,20,0.952380952,7.35,3.183427481,2.1,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригнуться,v,to bend down (perf.),20,20,1,6.6,1.759186415,4.3,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приговаривать,v,to say (while doing something) (imperf.),21,21,1,8.714285714,3.378503473,11.5,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приговор,s,"sentence, verdict",20,20,1,9.8,3.62157279,38.7,4.36,NA,NA,2.93442623,NA,NA,NA,NA,NA,NA,NA
приговорить,v,to sentence (perf.),21,21,1,9.333333333,3.799122706,12.1,2.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригодиться,v,to come in handy (perf.),20,20,1,7.05,2.064104241,19.8,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригодность,s,suitability,21,21,1,10.14285714,2.903200205,1.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригодный,a,suitable,21,21,1,9.428571429,3.139608711,9.9,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригожий,a,good-looking,20,18,0.9,12.5,2.915475947,1.2,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригонять,v,to drive to (imperf.),20,20,1,7.2,2.948683917,0.5,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригореть,v,to burn slightly (perf.),40,40,1,7.2,2.503331114,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригород,s,suburb,20,20,1,8.2,2.330574811,5.9,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригородный,a,suburban,22,22,1,9.363636364,2.361304211,5.4,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригорок,s,hillock,21,19,0.904761905,7.789473684,2.699360981,5.1,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригоршня,s,handful,21,15,0.714285714,11.13333333,3.88893424,2.6,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приготавливать,v,to prepare (imperf.),21,21,1,5.952380952,1.883512423,0.6,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приготовить,v,to prepare (perf.),20,20,1,4.95,2.038446261,38.5,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приготовиться,v,to prepare oneself (perf.),20,20,1,6.3,1.75018796,11.4,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приготовление,s,preparation,30,30,1,7.166666667,2.587547545,18.1,3.68,4.944444444,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригревать,v,to warm slightly (imperf.),21,21,1,7.952380952,3.338805033,0.9,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригрезиться,v,to imagine (perf.),26,14,0.538461538,11.64285714,3.177012212,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригреть,v,to warm slightly (perf.),20,20,1,10.7,2.657660229,1.9,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
пригубить,v,to sip (perf.),20,20,1,11.05,3.379115425,2.2,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придавать,v,to give (imperf.),20,20,1,8,2.615741819,37.1,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придавить,v,to press down (perf.),20,20,1,7.85,2.739093204,7.1,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придавливать,v,to press down (imperf.),20,20,1,8.1,2.731878089,0.7,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придание,s,legend,23,23,1,9.695652174,3.051598428,3.6,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приданое,s,dowry,22,22,1,10.40909091,2.423281736,3,3.26,5.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
придаток,s,appendage,21,21,1,13.80952381,3.172050561,7.5,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придвигать,v,to move closer (imperf.),20,19,0.95,7,2.943920289,0.7,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придвигаться,v,to move closer (imperf.),21,21,1,7.142857143,2.372461049,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придвинуть,v,to move closer (perf.),20,20,1,6.9,1.83245593,4.8,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придвинуться,v,to move closer (perf.),20,20,1,7.7,3.510885328,3.3,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придворный,a; s,courtier,20,20,1,10.7,3.614299088,9.1,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приделать,v,to attach (perf.),21,21,1,6.476190476,1.939563034,2.3,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придержать,v,to hold back (perf.),20,20,1,8.45,3.268268494,4,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придерживать,v,to hold back (imperf.),20,20,1,7.5,2.438722703,8.4,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придираться,v,to find fault (imperf.),20,20,1,8.2,2.261811105,3.3,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придирка,s,nitpicking,23,23,1,10.95652174,3.268002738,1.6,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придирчиво,adv,fault-findingly,20,20,1,8.05,2.258900524,2.7,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придирчивый,a,fault-finding,21,21,1,9.19047619,2.874352929,1.9,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придомовый,a,adjacent to the house,26,22,0.846153846,10.63636364,2.820764073,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придорожный,a,roadside,22,22,1,9.454545455,2.385018174,4.4,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придумать,v,to think up (perf.),20,20,1,4.65,1.308876577,97.9,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придумывание,s,invention,22,22,1,6.727272727,2.472358007,0.6,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придумывать,v,to think up (imperf.),20,20,1,5.55,1.791059669,18.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придурковатый,a,simple-minded,20,20,1,8.4,2.741494022,0.7,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придурок,s,jerk / idiot,21,21,1,7.238095238,2.142539659,7,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придушить,v,to strangle (perf.),20,20,1,7.8,1.794729125,2,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
придыхание,s,aspiration,20,18,0.9,12.44444444,2.748737084,1.6,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приезд,s,arrival,25,25,1,7.16,2.055075019,35.7,3.63,NA,NA,2.966666667,NA,NA,NA,NA,NA,NA,NA
приезжать,v,to arrive (imperf.),20,20,1,5.75,2.468219047,86.8,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приезжий,a; s,visitor,20,20,1,8.85,3.375998878,13.3,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прием,s,reception,22,22,1,8.181818182,3.472838329,109.8,4.58,NA,2.680851064,NA,NA,NA,NA,NA,NA,NA,NA
приёмка,s,acceptance,21,18,0.857142857,10.38888889,2.768284431,4.1,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приемлемость,s,acceptability,23,23,1,12.65217391,2.102135184,0.4,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приемлемый,a,acceptable,20,20,1,13.15,3.199917762,13.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приемник,s,receiver,23,23,1,10.7826087,2.891311777,10.8,3.06,NA,NA,NA,NA,NA,NA,1.62,NA,NA,NA
приёмный,a,reception,20,20,1,9.8,3.334035014,13.9,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приёмочный,a,acceptance,20,19,0.95,10.89473684,3.725210461,0.5,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приёмщик,s,receiver (person),26,25,0.961538462,10.64,3.534119409,0.7,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приехать,v,to arrive (perf.),21,21,1,5.619047619,1.395571226,234.4,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижечь,v,to cauterize (perf.),20,20,1,6.95,1.637552731,0.6,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приживаемость,s,engraftment,26,25,0.961538462,12.4,2.708012802,0.4,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приживалка,s,dependent woman,21,14,0.666666667,12.28571429,3.561083919,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижигать,v,to cauterize (imperf.),21,21,1,7.571428571,2.111194652,0.5,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижизненный,a,lifetime,20,20,1,10.85,3.133435982,2,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижимать,v,to press (imperf.),20,20,1,6.15,2.680828623,14.8,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижиматься,v,to press against (imperf.),21,21,1,5.80952381,1.66189794,8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прижимистый,a,stingy,20,19,0.95,12.47368421,3.043543641,0.9,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приз,s,prize,24,24,1,5.416666667,1.815792237,22.4,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призвание,s,calling,23,23,1,9.913043478,2.998682188,11.2,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призванный,a,called,20,20,1,11.5,3.720497986,10.5,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призвать,v,to call (perf.),20,20,1,9.7,2.95759504,35.3,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приземистый,a,squat,20,18,0.9,12.33333333,3.895698986,5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приземление,s,landing,21,20,0.952380952,8.1,2.314712668,2.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приземлённый,a,down-to-earth,20,20,1,11.1,3.932322201,1,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приземлить,v,to land (perf.),22,22,1,10.04545455,2.590776179,0.4,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приземлиться,v,to land (perf.),20,20,1,6.85,2.134306247,7.3,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призёр,s,prize-winner,26,26,1,7.538461538,2.370329416,4.2,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призма,s,prism,23,22,0.956521739,13.13636364,2.210267266,3.7,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признавать,v,to recognize (imperf.),20,20,1,7.5,2.212405217,46.4,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признаваться,v,to confess (imperf.),20,20,1,6.9,2.10012531,39.7,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признак,s,sign,24,24,1,8.041666667,2.595634574,78.9,4.07,NA,3.583333333,NA,NA,NA,NA,NA,NA,NA,NA
признание,s,confession,20,20,1,10.2,2.894641147,63.5,4.43,3.363636364,3.173913043,NA,NA,NA,NA,NA,NA,NA,NA
признанный,a,recognized,20,20,1,9.35,2.30045762,7.7,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признательность,s,gratitude,28,28,1,11.85714286,2.206292108,4.7,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признательный,a,grateful,24,24,1,11,2.686520297,3.5,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признать,v,to recognize (perf.),20,20,1,8.05,2.163695669,88.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
признаться,v,to confess (perf.),20,20,1,8.3,3.657724343,55.1,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призрак,s,ghost,30,30,1,6.5,1.925330245,14.9,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призрачно,adv,ghostly,21,21,1,9,2.323790008,0.5,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призрачный,a,ghostly,21,21,1,8.666666667,2.689485701,6.7,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призыв,s,call / appeal,23,23,1,11.43478261,3.368653453,33.9,4.1,NA,NA,2.898305085,NA,NA,NA,NA,NA,NA,NA
призывать,v,to call upon (imperf.),21,21,1,7.761904762,2.447544931,29.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призывник,s,conscript,22,22,1,12.18181818,3.275251552,5.5,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призывно,adv,appealingly,21,18,0.857142857,11.27777778,4.30875382,1.8,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призывной,a,draft,21,21,1,12.71428571,2.552309878,5,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
призывный,a,appealing,25,24,0.96,11.45833333,2.933749147,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прииск,s,mine (placer),20,2,0.1,12.5,4.949747468,3.9,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приисковый,a,mining,23,13,0.565217391,13.46153846,2.22168797,0.4,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прийти,v,to come (perf.),20,20,1,4.7,1.301820588,523.3,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прийтись,v,to have to / to befall (perf.),20,15,0.75,11.2,3.384840152,285.5,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приказ,s,order,20,20,1,10.6,3.925624322,79.4,4.66,NA,2.166666667,NA,NA,NA,NA,NA,NA,NA,NA
приказание,s,order,25,25,1,11.16,3.659234893,7.8,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приказать,v,to order (perf.),20,20,1,7.4,1.313893371,58.8,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приказчик,s,clerk,23,23,1,10.7826087,2.696066524,2.5,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приказывать,v,to order (imperf.),21,21,1,6.571428571,1.989256861,10.7,2.76,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
приканчивать,v,to finish off (imperf.),20,16,0.8,10.25,3.492849839,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикармливать,v,to feed / to win over (imperf.),21,21,1,8.666666667,3.799122706,0.5,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикатить,v,to roll up (perf.),20,20,1,6.25,2.552088928,2,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикидывать,v,to estimate (imperf.),21,21,1,9.80952381,3.249908424,8.3,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикинуть,v,to estimate (perf.),20,20,1,8.45,2.523051619,10.6,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приклад,s,butt (of a rifle),23,22,0.956521739,11.31818182,2.95016325,6.8,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикладной,a,applied,26,26,1,12.76923077,2.92995143,16.8,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикладывать,v,to apply (imperf.),21,21,1,5.857142857,1.8516402,6.4,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приклеивать,v,to glue (imperf.),20,20,1,5.55,1.503504678,1.4,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приклеиваться,v,to stick (imperf.),21,21,1,6,2.121320344,0.6,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приклеить,v,to glue (perf.),21,21,1,5.666666667,1.591644852,4.9,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приклеиться,v,to stick (perf.),20,20,1,7.15,2.323223713,1.3,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приключение,s,adventure,24,24,1,5.5,1.444630237,21.6,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приключенческий,a,adventure,20,20,1,7.65,2.641271624,1.4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приковать,v,to chain (perf.),20,20,1,8.45,2.66507628,5.9,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикол,s,prank / joke,26,26,1,6.692307692,2.05463828,3.4,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приколотить,v,to nail on (perf.),21,21,1,6.142857143,2.174527863,1.1,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикончить,v,to finish off (perf.),24,24,1,8.916666667,3.091596839,4.1,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикормить,v,to feed / to win over (perf.),21,21,1,7.095238095,3.505777544,0.6,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикосновение,s,touch,22,22,1,6.409090909,2.7543747180000002,13,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрепить,v,to attach (perf.),20,20,1,7.35,3.842627938,9.2,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрепление,s,attachment,30,30,1,7.833333333,2.422357548,1.2,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикреплять,v,to attach (imperf.),21,21,1,8.476190476,4.675671584,1.3,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрепляться,v,to become attached (imperf.),20,20,1,7.95,3.590557793,3.3,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрикнуть,v,to shout at (perf.),20,20,1,8,2.200478417,5.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрутить,v,to screw on (perf.),20,20,1,5.75,2.531381982,1.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрывать,v,to cover (imperf.),20,20,1,5.8,2.307881234,18.1,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрываться,v,to cover oneself (imperf.),20,20,1,7.6,2.603641175,4.5,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрытие,s,cover,20,20,1,10.7,3.853911205,10.4,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрыть,v,to cover (perf.),20,20,1,6.75,2.446802425,35.5,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикрыться,v,to cover oneself (perf.),20,20,1,6.55,3.119969635,2.9,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикуривать,v,to light a cigarette (imperf.),20,20,1,10.15,4.081730799,2.2,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикурить,v,to light a cigarette (perf.),21,21,1,10.80952381,4.1906926350000004,4.5,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикус,s,bite (dental),20,20,1,12.1,2.511028307,0.5,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикусить,v,to bite (perf.),20,20,1,6.3,2.536055786,3.7,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прикусывать,v,to bite (imperf.),20,20,1,6.2,2.64773985,0.5,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилавок,s,counter,28,28,1,6.571428571,2.410295378,17,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилагательное,s,adjective,25,25,1,7.8,1.258305739,2.6,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилагать,v,to apply (effort) (imperf.),20,20,1,8.35,2.109502311,6.6,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилагаться,v,to be attached (imperf.),21,17,0.80952381,10.17647059,2.18618658,4.9,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приладить,v,to adjust (perf.),22,21,0.954545455,10.57142857,3.264527969,1.8,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилаживать,v,to adjust (imperf.),21,19,0.904761905,12.26315789,3.01555422,1.2,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приласкать,v,to caress (perf.),23,23,1,8.826086957,4.313321584,2.2,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилегать,v,to adjoin,26,26,1,11.38461538,2.155493875,8.5,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилежание,s,diligence,23,22,0.956521739,11.86363636,3.270291301,0.8,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилежно,adv,diligently,21,21,1,7.285714286,2.68594224,2.1,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилежный,a,diligent,20,20,1,8.75,2.731396404,1.7,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилепить,v,to stick on (perf.),23,23,1,5,1.930614598,1.8,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилёт,s,arrival (by flight),24,24,1,7.916666667,2.041241452,2.2,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилетать,v,to arrive by flying (imperf.),24,24,1,4.875,2.132818099,5.9,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилететь,v,to arrive by flying (perf.),26,26,1,4.846153846,2.556439832,24.4,3.14,5.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилечь,v,to lie down (perf.),28,28,1,5.428571429,2.820934589,5.5,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилив,s,tide,24,24,1,9.291666667,2.985168653,6.9,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приливать,v,to flow to (imperf.),24,24,1,8.375,2.810113722,0.5,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приливный,a,tidal,20,16,0.8,11.75,3.130495168,0.6,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилизанный,a,sleek,20,20,1,8.05,1.959457497,0.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилипать,v,to stick (imperf.),30,30,1,5.533333333,1.716719673,2.4,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилипнуть,v,to stick (perf.),23,23,1,5.652173913,2.080399779,8.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилипчивый,a,sticky,20,20,1,7.5,2.438722703,0.5,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилить,v,to flow to (perf.),22,20,0.909090909,8.45,3.119969635,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приличествующий,a,becoming,20,14,0.7,14.92857143,3.024624216,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приличие,s,decency,22,22,1,7.681818182,2.317354067,6,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приличный,a,decent,20,20,1,8.65,3.013565819,35.1,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приложимый,a,applicable,23,20,0.869565217,11.75,2.633288918,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приложить,v,to apply (perf.),21,21,1,6.761904762,2.681506329,25.6,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прильнуть,v,to cling (perf.),20,17,0.85,11.58823529,2.739954916,3.7,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
прилюдный,a,public,21,21,1,9.904761905,3.726992915,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
примадонна,s,prima donna,30,29,0.966666667,11.96551724,2.195494715,1.6,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приманивать,v,to lure (imperf.),23,23,1,8.739130435,2.280697487,0.6,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приманить,v,to lure (perf.),23,23,1,8.652173913,2.740416286,0.6,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
приманка,s,lure / bait,23,23,1,7.47826087,2.465573236,4.3,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
примат,s,primate,20,20,1,8,3.094987459,2.3,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
применение,s,application,20,20,1,8.6,2.760625406,119.3,4.65,NA,3.320754717,NA,NA,NA,NA,NA,NA,NA,NA
применимость,s,applicability,24,23,0.958333333,10.13043478,2.546019136,1.3,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
применимый,a,applicable,20,20,1,8.4,2.817240158,6.3,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
применить,v,to apply (perf.),20,20,1,6.85,1.565247584,24.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
применять,v,to apply (imperf.),22,22,1,7.363636364,2.381385242,47.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
